filename,yaw,pitch,roll,focal_length,fx,fy,cx,cy,exposure,iso,aperture
frame_11_y296.8_p0.9_r-0.1_t1778580981746.jpg,296.7819,0.8954,-0.1309,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_12_y320.1_p0.6_r-1.9_t1778580984745.jpg,320.1468,0.5540,-2.4289,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_13_y341.4_p-0.8_r-1.2_t1778580987746.jpg,341.4076,-0.7515,-0.3727,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_14_y23.7_p32.7_r-0.6_t1778580996812.jpg,23.6516,32.7063,-0.3848,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_15_y52.2_p33.8_r-0.6_t1778581000146.jpg,52.2433,33.7837,-1.2235,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_16_y75.2_p36.2_r-4.4_t1778581003530.jpg,75.2007,36.2305,-4.2096,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_17_y105.2_p35.0_r-3.7_t1778581006562.jpg,105.1647,34.9668,-4.0913,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_18_y127.6_p35.3_r-1.7_t1778581009695.jpg,127.6475,35.2672,-2.8580,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_19_y155.0_p35.3_r-1.6_t1778581012847.jpg,155.0369,35.2896,-3.0527,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_20_y177.8_p35.2_r-4.6_t1778581015911.jpg,177.7809,35.1693,-4.4780,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_21_y207.1_p34.4_r-0.2_t1778581019963.jpg,207.0720,34.3665,0.1271,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_22_y233.6_p35.6_r1.9_t1778581023627.jpg,233.6081,35.5911,1.6744,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_23_y262.1_p32.9_r0.3_t1778581027578.jpg,262.1081,32.9489,0.3804,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_24_y285.0_p35.2_r-1.0_t1778581032761.jpg,285.0482,35.2216,-1.0925,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_25_y308.8_p34.5_r-1.7_t1778581036962.jpg,308.8249,34.4921,-0.3065,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_26_y332.7_p35.2_r1.2_t1778581040593.jpg,332.6852,35.1770,0.0566,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_27_y359.9_p36.1_r0.1_t1778581044230.jpg,359.9142,36.1214,0.9054,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_28_y26.6_p-34.3_r2.7_t1778581052594.jpg,26.5774,-34.2962,2.2926,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_29_y52.2_p-35.6_r-1.6_t1778581056226.jpg,52.1749,-35.5936,-0.4911,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_30_y77.8_p-34.6_r-2.8_t1778581059626.jpg,77.7972,-34.5755,-2.8097,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_31_y103.6_p-34.8_r-6.7_t1778581063659.jpg,103.6262,-34.8242,-6.1369,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_32_y130.1_p-34.9_r-3.5_t1778581067826.jpg,130.1262,-34.9108,-2.5004,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_33_y154.7_p-34.6_r-3.4_t1778581071310.jpg,154.6978,-34.5854,-5.4813,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_34_y181.7_p-34.9_r-3.0_t1778581075075.jpg,181.6752,-34.9133,-3.1544,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_35_y207.3_p-36.5_r-2.1_t1778581078859.jpg,207.2546,-36.5286,-0.3128,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_36_y231.0_p-35.0_r-3.6_t1778581082642.jpg,231.0139,-34.9607,-2.9401,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_37_y255.4_p-35.0_r-1.1_t1778581090526.jpg,255.3963,-35.0358,-0.5163,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_38_y282.4_p-34.9_r-3.6_t1778581093807.jpg,282.4490,-34.8810,-3.6862,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_39_y309.6_p-35.7_r-1.6_t1778581097991.jpg,309.6335,-35.7453,-2.2519,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_40_y331.7_p-35.4_r-1.3_t1778581101226.jpg,331.7067,-35.4018,-2.3904,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_41_y2.5_p-35.4_r-2.6_t1778581104824.jpg,2.4615,-35.4249,-0.9625,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_42_y351.8_p87.8_r-16.6_t1778581115485.jpg,351.8037,87.8243,-21.1846,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
frame_43_y207.5_p-84.4_r161.8_t1778581122093.jpg,207.5432,-84.3595,154.7436,4.23,3020.71,3020.71,1512.00,2016.00,0.000000,0,0.00
